"AIR QUALITY REPORT-US EMBASSY, NEW DELHI and CONSULATES ( YR 2013)",,,,,,,,,,,,
Date,Time,US Embassy-New Delhi,US Embassy-New Delhi,US Consulate-Chennai,US Consulate-Chennai,US Consulate-Kolkata,US Consulate-Kolkata,US Consulate-Mumbai,US Consulate-Mumbai,US Consulate-Hyderabad,US Consulate-Hyderabad,
,,PM2.5_Delhi,PM2.5_Delhi_AQI,PM2.5_Chennai,PM2.5_CHN_AQI,PM2.5_Kolkata,PM2.5_KOL_AQI,PM2.5_Mum,PM2.5_MUM_AQI,PM2.5_HYD,PM2.5_HYD_AQI,
,,µg/m3,µg/m3,µg/m3,ug/m3,µg/m3,µg/m3,µg/m3,ug/m3,µg/m3,ug/m3,
15/10/2013,4:00 PM,69,162,28,85,27.9,74,NoData,153,NoData,NoData,
15/10/2013,5:00 PM,51,163,20,84,26.3,74,NoData,154,NoData,NoData,
15/10/2013,6:00 PM,55,162,20,83,31.3,74,38,155,NoData,NoData,
15/10/2013,7:00 PM,78,162,39,80,36,73,38.9,156,NoData,NoData,
15/10/2013,8:00 PM,115,163,57,79,37.8,74,51.5,156,NoData,NoData,
15/10/2013,9:00 PM,139,164,61,79,51.5,75,68.5,156,NoData,NoData,
15/10/2013,10:00 PM,130,165,80,79,41.2,76,63,157,NoData,NoData,
15/10/2013,11:00 PM,113,165,66,81,28.9,77,75.6,157,NoData,NoData,
15/10/2013 24:00 AM,,129,166,69,83,26.9,78,82.5,158,NoData,NoData,
16/10/2013,1:00 AM,121,167,66,86,25.4,78,76.6,157,NoData,NoData,
16/10/2013,2:00 AM,144,168,63,90,31.5,78,82.5,155,NoData,NoData,
16/10/2013,3:00 AM,160,169,50,93,23.2,79,64.7,154,NoData,NoData,
16/10/2013,4:00 AM,156,171,52,96,27.9,79,73.9,152,NoData,NoData,
16/10/2013,5:00 AM,138,172,41,98,25.6,80,72.9,152,NoData,NoData,
16/10/2013,6:00 AM,134,173,40,100,36.2,80,72.8,152,NoData,NoData,
16/10/2013,7:00 AM,130,174,51,102,41,82,83,152,NoData,NoData,
16/10/2013,8:00 AM,143,175,56,105,41.2,84,81.8,152,NoData,NoData,
16/10/2013,9:00 AM,140,176,50,108,45.9,86,66.9,152,NoData,NoData,
16/10/2013,10:00 AM,100,178,65,111,44.9,87,65.6,151,NoData,NoData,
16/10/2013,11:00 AM,84,178,67,114,43,88,60.2,151,NoData,NoData,
16/10/2013,12:00 PM,75,178,106,117,42.8,89,52.3,151,NoData,NoData,
16/10/2013,1:00 PM,65,177,66,124,38.9,89,67,151,NoData,NoData,
16/10/2013,2:00 PM,71,176,45,126,38,89,55.6,151,NoData,NoData,
16/10/2013,3:00 PM,74,175,45,127,38.2,89,51.1,151,NoData,NoData,
16/10/2013,4:00 PM,69,175,44,127,41.2,90,51.7,150,NoData,NoData,
16/10/2013,5:00 PM,67,175,45,129,44,91,49,149,NoData,NoData,
16/10/2013,6:00 PM,88,175,47,131,44.7,92,48.5,147,NoData,NoData,
16/10/2013,7:00 PM,98,176,50,133,59.2,93,43.8,148,NoData,NoData,
16/10/2013,8:00 PM,112,177,46,134,82.6,95,54.6,148,NoData,NoData,
16/10/2013,9:00 PM,157,177,33,133,130.4,99,73.2,149,NoData,NoData,
16/10/2013,10:00 PM,142,177,30,131,135.3,106,63.5,149,NoData,NoData,
16/10/2013,11:00 PM,149,177,27,127,102.2,114,70.6,149,NoData,NoData,
16/10/2013 24:00 AM,,163,178,20,123,84.3,120,77.8,149,NoData,NoData,
17/10/2013,1:00 AM,179,179,21,119,89,124,73.9,148,NoData,NoData,
17/10/2013,2:00 AM,173,181,21,116,90.6,130,59.1,148,NoData,NoData,
17/10/2013,3:00 AM,167,181,28,112,102,134,47.6,146,NoData,NoData,
17/10/2013,4:00 AM,172,181,22,110,100.5,141,42.4,145,NoData,NoData,
17/10/2013,5:00 AM,187,182,30,108,90.9,147,35.5,142,NoData,NoData,
17/10/2013,6:00 AM,197,183,26,107,89.9,151,41,139,NoData,NoData,
17/10/2013,7:00 AM,194,184,45,106,88.9,152,41.9,137,NoData,NoData,
17/10/2013,8:00 AM,220,186,76,105,111.9,153,52,133,NoData,NoData,
17/10/2013,9:00 AM,269,188,74,107,142.3,155,64.7,131,NoData,NoData,
17/10/2013,10:00 AM,227,191,42,109,73,157,72.3,131,NoData,NoData,
17/10/2013,11:00 AM,139,194,26,107,73.5,158,64.2,131,NoData,NoData,
17/10/2013,12:00 PM,121,195,26,104,81.8,159,66.7,131,NoData,NoData,
17/10/2013,1:00 PM,133,196,23,96,77.7,160,58.6,133,NoData,NoData,
17/10/2013,2:00 PM,95,198,22,93,72,161,54.2,132,NoData,NoData,
17/10/2013,3:00 PM,65,199,20,91,72,161,59.5,132,NoData,NoData,
17/10/2013,4:00 PM,70,198,22,89,71.9,162,44.3,133,NoData,NoData,
17/10/2013,5:00 PM,73,198,27,87,69.7,163,48.2,132,NoData,NoData,
17/10/2013,6:00 PM,84,199,27,86,65.2,164,50.6,132,NoData,NoData,
17/10/2013,7:00 PM,109,198,22,84,70.3,164,58,132,NoData,NoData,
17/10/2013,8:00 PM,126,199,18,82,76.5,164,57.9,133,NoData,NoData,
17/10/2013,9:00 PM,140,200,20,79,105.3,164,60.2,133,NoData,NoData,
17/10/2013,10:00 PM,146,199,18,78,125.9,164,95.3,132,NoData,NoData,
17/10/2013,11:00 PM,148,199,27,77,141.6,163,122.5,135,NoData,NoData,
17/10/2013 24:00 AM,,158,199,21,77,134.1,164,124.7,139,NoData,NoData,
18/10/2013,1:00 AM,162,199,29,77,134.3,166,87.8,143,NoData,NoData,
18/10/2013,2:00 AM,166,198,43,78,106.8,167,109.7,144,NoData,NoData,
18/10/2013,3:00 AM,145,198,45,80,89.7,167,115.8,148,NoData,NoData,
18/10/2013,4:00 AM,145,198,31,81,84.7,167,104.3,151,NoData,NoData,
18/10/2013,5:00 AM,140,197,44,82,80.6,166,103.5,153,NoData,NoData,
18/10/2013,6:00 AM,139,196,54,83,93.7,166,67.9,155,NoData,NoData,
18/10/2013,7:00 AM,138,194,72,85,104.8,166,75.8,155,NoData,NoData,
18/10/2013,8:00 AM,137,193,84,88,99.8,167,65.3,156,NoData,NoData,
18/10/2013,9:00 AM,149,191,65,88,69,166,78.3,156,NoData,NoData,
18/10/2013,10:00 AM,111,188,8,88,54.9,165,81.7,157,NoData,NoData,
18/10/2013,11:00 AM,115,185,12,85,53.4,164,84.9,157,NoData,NoData,
18/10/2013,12:00 PM,94,185,10,84,59.5,164,54.8,157,NoData,NoData,
18/10/2013,1:00 PM,104,184,13,82,66.4,163,52.3,157,NoData,NoData,
18/10/2013,2:00 PM,111,183,NoData,82,71.6,163,45.1,157,NoData,NoData,
18/10/2013,3:00 PM,124,184,15,82,66.1,163,37.3,157,NoData,NoData,
18/10/2013,4:00 PM,123,185,13,82,68.5,163,32.6,156,NoData,NoData,
18/10/2013,5:00 PM,125,186,17,81,74.9,163,49,156,NoData,NoData,
18/10/2013,6:00 PM,148,188,13,80,74.2,163,56.8,156,NoData,NoData,
18/10/2013,7:00 PM,164,189,13,79,78.6,163,40.5,156,NoData,NoData,
18/10/2013,8:00 PM,170,191,15,78,102.1,163,56.2,156,NoData,NoData,
18/10/2013,9:00 PM,180,192,16,78,120.4,164,67.7,156,NoData,NoData,
18/10/2013,10:00 PM,193,193,12,78,142.9,164,75.6,156,NoData,NoData,
18/10/2013,11:00 PM,211,194,15,77,172.5,164,84.5,155,NoData,NoData,
18/10/2013 24:00 AM,,200,195,14,76,166.2,165,111.2,154,NoData,NoData,
19/10/2013,1:00 AM,172,196,9,76,169.9,166,113.9,154,NoData,NoData,
19/10/2013,2:00 AM,160,197,9,74,181.3,167,121.6,155,NoData,NoData,
19/10/2013,3:00 AM,145,196,6,71,171,169,97.4,155,NoData,NoData,
19/10/2013,4:00 AM,149,196,10,68,169.3,171,90.9,155,NoData,NoData,
19/10/2013,5:00 AM,147,196,28,66,140.9,173,89.5,154,NoData,NoData,
19/10/2013,6:00 AM,153,197,29,64,124.3,174,84.5,154,NoData,NoData,
19/10/2013,7:00 AM,161,197,53,62,100.9,175,78.5,154,NoData,NoData,
19/10/2013,8:00 AM,132,198,51,61,98.8,175,72.7,154,NoData,NoData,
19/10/2013,9:00 AM,122,197,42,58,80.9,175,69.8,155,NoData,NoData,
19/10/2013,10:00 AM,123,197,48,56,65.6,175,66.6,154,NoData,NoData,
19/10/2013,11:00 AM,110,197,67,59,59.9,175,54,154,NoData,NoData,
19/10/2013,12:00 PM,90,197,20,64,58.8,175,61.8,153,NoData,NoData,
19/10/2013,1:00 PM,69,197,17,65,70.7,175,49.5,153,NoData,NoData,
19/10/2013,2:00 PM,62,196,13,65,65.2,176,44.4,153,NoData,NoData,
19/10/2013,3:00 PM,44,195,13,64,53.3,175,40.3,153,NoData,NoData,
19/10/2013,4:00 PM,47,193,20,64,45.7,175,55,153,NoData,NoData,
19/10/2013,5:00 PM,60,191,17,65,55,175,53.9,154,NoData,NoData,
19/10/2013,6:00 PM,67,189,21,65,77,174,43.8,154,35,NoData,
19/10/2013,7:00 PM,82,188,19,65,76.8,174,52.4,154,35.7,NoData,
19/10/2013,8:00 PM,190,186,17,66,72.1,174,65.1,154,49.1,NoData,
19/10/2013,9:00 PM,200,186,15,66,46.5,173,67,154,50.2,NoData,
19/10/2013,10:00 PM,261,187,8,66,53.3,172,80.2,154,52.9,NoData,
19/10/2013,11:00 PM,137,188,13,66,57.8,169,111.9,154,51.6,NoData,
19/10/2013 24:00 AM,,145,186,9,66,53.6,167,119.8,155,45.3,NoData,
20/10/2013,1:00 AM,184,185,26,65,47.8,164,118.1,155,50.1,NoData,
20/10/2013,2:00 AM,194,185,NoData,67,44,161,119.8,155,51.1,NoData,
20/10/2013,3:00 AM,175,186,15,68,44.5,158,124.6,155,53.1,NoData,
20/10/2013,4:00 AM,153,187,18,69,52.2,155,100.9,156,53.5,NoData,
20/10/2013,5:00 AM,162,187,4,69,55.5,152,80.9,156,44.9,NoData,
20/10/2013,6:00 AM,193,187,13,67,63.5,148,83.3,156,43.8,NoData,
20/10/2013,7:00 AM,169,188,23,66,71.3,143,114,156,56,NoData,
20/10/2013,8:00 AM,175,189,41,63,76.1,141,106.4,157,56.1,NoData,
20/10/2013,9:00 AM,141,190,43,62,76.1,139,126.1,158,56.8,NoData,
20/10/2013,10:00 AM,118,190,41,62,63.1,139,96.2,159,36.6,NoData,
20/10/2013,11:00 AM,118,190,46,62,63.8,139,68.6,160,30.2,NoData,
20/10/2013,12:00 PM,86,190,26,60,61.1,139,64.4,160,33.8,114,
20/10/2013,1:00 PM,84,190,47,61,61.9,139,61.8,160,31,112,
20/10/2013,2:00 PM,97,190,42,63,61.9,138,86.7,160,30.7,111,
20/10/2013,3:00 PM,80,191,34,66,75.3,138,74.6,161,26.6,109,
20/10/2013,4:00 PM,77,192,29,67,65.8,140,78.2,162,34.8,108,
20/10/2013,5:00 PM,81,193,34,68,62.1,142,61.2,163,32.3,107,
20/10/2013,6:00 PM,86,193,37,70,48.6,142,64.5,163,39.4,106,
20/10/2013,7:00 PM,116,194,23,71,31.8,140,79.4,163,45.8,106,
20/10/2013,8:00 PM,133,195,24,71,30.9,136,76.4,164,42.6,107,
20/10/2013,9:00 PM,162,193,23,72,56.5,133,102.4,164,54.3,107,
20/10/2013,10:00 PM,161,192,37,73,50.1,134,123.4,165,59.5,107,
20/10/2013,11:00 PM,163,190,38,75,50.8,133,99.2,166,50.1,107,
20/10/2013 24:00 AM,,173,190,29,77,46.8,133,110.3,166,52.3,107,
21/10/2013,1:00 AM,187,191,32,79,29.1,132,104.1,166,57.4,108,
21/10/2013,2:00 AM,216,191,15,79,28.9,131,103.2,165,46.2,108,
21/10/2013,3:00 AM,208,192,8,78,14.8,129,86.1,165,49.2,108,
21/10/2013,4:00 AM,199,193,6,78,13.2,127,75.5,164,52.8,108,
21/10/2013,5:00 AM,214,194,14,77,16.4,124,60.9,163,49.8,108,
21/10/2013,6:00 AM,214,195,15,78,23.3,121,53.1,163,48.3,108,
21/10/2013,7:00 AM,206,195,34,78,27.6,117,82.6,162,68.3,108,
21/10/2013,8:00 AM,226,196,27,79,36.5,114,78.1,161,55,109,
21/10/2013,9:00 AM,198,198,17,77,44.6,110,69.8,161,55.6,109,
21/10/2013,10:00 AM,152,199,NoData,75,39.4,108,75.1,159,65.3,109,
21/10/2013,11:00 AM,126,201,NoData,74,31.1,106,57.6,159,52.9,112,
21/10/2013,12:00 PM,101,201,NoData,73,31.8,103,62.1,159,51.8,113,
21/10/2013,1:00 PM,117,202,27,73,28.8,101,53.6,159,49.4,115,
21/10/2013,2:00 PM,131,203,13,71,27.2,97,63.2,158,57.9,116,
21/10/2013,3:00 PM,90,205,NoData,68,43.6,94,54.9,158,55.1,119,
21/10/2013,4:00 PM,91,205,NoData,67,52.9,92,54.8,157,55.9,121,
21/10/2013,5:00 PM,93,206,19,67,53.6,91,60.2,157,54.2,123,
21/10/2013,6:00 PM,97,206,27,65,73.2,90,54.8,157,58.1,125,
21/10/2013,7:00 PM,116,207,37,64,72.4,92,63.8,157,61.5,126,
21/10/2013,8:00 PM,168,207,30,65,21.9,95,80.7,156,72,127,
21/10/2013,9:00 PM,171,208,27,66,21,95,98.6,156,89.1,130,
21/10/2013,10:00 PM,176,209,28,67,22.5,92,116.7,156,71.2,133,
21/10/2013,11:00 PM,174,209,NoData,66,39.8,90,124.2,156,56.6,134,
21/10/2013 24:00 AM,,185,210,25,64,49.5,89,125.8,157,49.2,134,
22/10/2013,1:00 AM,185,210,12,64,42.6,89,114.5,157,53.8,134,
22/10/2013,2:00 AM,195,210,13,61,62.8,90,116.4,157,51.2,134,
22/10/2013,3:00 AM,191,209,17,61,46.5,93,93,158,54.9,134,
22/10/2013,4:00 AM,195,209,16,62,37,95,85.8,158,53.4,134,
22/10/2013,5:00 AM,193,208,15,63,23.1,97,92.2,158,42.3,135,
22/10/2013,6:00 AM,190,207,16,63,28.4,98,84.5,159,46.2,134,
22/10/2013,7:00 AM,188,207,30,63,46.7,98,79.2,159,32,134,
22/10/2013,8:00 AM,200,206,38,63,42.2,101,71.9,159,32.1,131,
22/10/2013,9:00 AM,214,205,35,64,31.6,101,73.8,159,34,129,
22/10/2013,10:00 AM,151,205,NoData,66,21.4,99,100.1,159,24,127,
22/10/2013,11:00 AM,129,205,31,66,14.3,98,88.9,160,23.9,124,
22/10/2013,12:00 PM,125,205,17,67,20.6,96,67.7,161,22.1,121,
22/10/2013,1:00 PM,123,206,NoData,66,28.6,95,51.7,161,22.8,119,
22/10/2013,2:00 PM,121,207,34,66,22.5,95,43.1,161,18.9,117,
22/10/2013,3:00 PM,115,206,27,68,16.1,95,45.4,160,18,114,
22/10/2013,4:00 PM,108,207,38,68,17.7,93,55.9,160,17.4,110,
22/10/2013,5:00 PM,111,208,44,70,29,90,44.6,160,25.1,107,
22/10/2013,6:00 PM,143,209,40,72,28.7,88,49.3,160,28.4,105,
22/10/2013,7:00 PM,189,211,46,73,24.7,84,56.3,160,37.7,102,
22/10/2013,8:00 PM,204,214,40,74,33,80,68.1,159,48.9,101,
22/10/2013,9:00 PM,215,215,43,75,32.4,81,81.3,159,47.3,98,
22/10/2013,10:00 PM,224,217,29,76,26.1,82,91.4,159,36.5,94,
22/10/2013,11:00 PM,223,219,26,76,27.7,82,75.7,158,28,92,
22/10/2013 24:00 AM,,234,221,17,76,36.5,81,95.2,157,27.4,89,
23/10/2013,1:00 AM,232,223,11,76,29.1,80,70.3,156,16.3,87,
23/10/2013,2:00 AM,245,225,10,75,29.9,79,63.4,155,6.2,84,
23/10/2013,3:00 AM,240,227,12,75,28.6,77,59.5,154,8.9,81,
23/10/2013,4:00 AM,203,229,12,75,22.9,75,64.6,153,8.1,77,
23/10/2013,5:00 AM,185,229,12,74,21.6,74,70.4,153,10.4,73,
23/10/2013,6:00 AM,183,229,16,74,16.3,74,75,152,17.1,71,
23/10/2013,7:00 AM,182,229,37,74,20.3,73,74.5,152,17.9,68,
23/10/2013,8:00 AM,187,228,47,75,25.2,71,70.9,152,15.9,67,
23/10/2013,9:00 AM,197,228,32,76,28.6,69,79.6,152,31.5,66,
23/10/2013,10:00 AM,160,227,20,75,22.8,69,75.4,152,23.7,66,
23/10/2013,11:00 AM,118,228,21,75,18.9,69,69.9,151,18.2,65,
23/10/2013,12:00 PM,110,227,24,74,17.3,70,69.3,151,21.1,65,
23/10/2013,1:00 PM,110,227,33,74,22.3,69,70.7,151,21.7,65,
23/10/2013,2:00 PM,101,226,25,75,26,69,58.7,151,17.1,65,
23/10/2013,3:00 PM,109,225,26,74,24,69,55.4,152,19.2,65,
23/10/2013,4:00 PM,106,225,29,74,24,70,46.2,152,21.6,65,
23/10/2013,5:00 PM,122,225,38,73,24.6,70,48.7,152,16.1,65,
23/10/2013,6:00 PM,134,225,35,73,31.8,70,56.3,152,18.2,64,
23/10/2013,7:00 PM,156,225,44,72,29.5,70,69.1,152,20.9,64,
23/10/2013,8:00 PM,170,224,NoData,72,36.5,70,69.9,152,19,62,
23/10/2013,9:00 PM,177,222,83,71,45.3,71,68.9,152,18.7,60,
23/10/2013,10:00 PM,206,221,96,74,50,72,68.8,152,13.7,57,
23/10/2013,11:00 PM,209,220,72,80,50.6,74,75.3,151,9.2,56,
23/10/2013 24:00 AM,,205,219,40,84,57.9,76,64.2,151,13.1,54,
24/10/2013,1:00 AM,204,218,24,86,44.1,77,56.7,151,14.5,53,
24/10/2013,2:00 AM,199,217,32,87,44.6,79,63.7,150,7,53,
24/10/2013,3:00 AM,194,215,33,89,37.7,80,60.6,150,7,53,
24/10/2013,4:00 AM,185,213,35,91,32.8,81,55.6,150,4,53,
24/10/2013,5:00 AM,178,212,37,93,30.1,81,51.5,150,4.2,52,
24/10/2013,6:00 AM,173,212,36,95,32.2,82,46.4,148,8.1,52,
24/10/2013,7:00 AM,169,212,44,97,34.8,83,52.4,146,9,51,
24/10/2013,8:00 AM,184,211,56,97,32.1,85,79.4,144,9,50,
24/10/2013,9:00 AM,202,211,56,98,33.6,85,92.5,145,27,49,
24/10/2013,10:00 AM,185,211,46,101,27.9,86,105.4,146,27,48,
24/10/2013,11:00 AM,171,212,43,103,26.4,86,71,148,11,49,
24/10/2013,12:00 PM,88,214,48,105,31.9,87,50.9,148,11.2,48,
24/10/2013,1:00 PM,101,214,43,107,30.6,88,55.5,147,14.2,46,
24/10/2013,2:00 PM,111,213,96,108,25.4,88,30.9,145,18.1,45,
24/10/2013,3:00 PM,129,214,40,114,31.1,88,30.8,143,18.8,46,
24/10/2013,4:00 PM,150,214,52,115,32.7,89,42.1,141,16.2,45,
24/10/2013,5:00 PM,155,216,NoData,117,42.2,90,36.2,141,19.7,45,
24/10/2013,6:00 PM,160,218,62,118,46,91,39.9,140,15.4,45,
24/10/2013,7:00 PM,171,219,62,121,59.7,92,59,138,24.5,45,
24/10/2013,8:00 PM,193,219,56,122,69.5,95,59,138,32.7,45,
24/10/2013,9:00 PM,225,220,55,122,75.9,98,NoData,137,29,47,
24/10/2013,10:00 PM,223,222,44,120,60.4,101,NoData,136,NoData,49,
24/10/2013,11:00 PM,228,223,37,116,51.7,102,NoData,135,NoData,49,
24/10/2013 24:00 AM,,214,224,38,113,46.8,102,NoData,133,NoData,50,
25/10/2013,1:00 AM,211,224,24,112,30.3,101,NoData,133,NoData,50,
25/10/2013,2:00 AM,206,224,31,112,46.9,99,NoData,133,NoData,50,
25/10/2013,3:00 AM,221,225,24,112,43.9,99,NoData,132,NoData,51,
25/10/2013,4:00 AM,215,226,29,112,11,100,NoData,NoData,NoData,52,
25/10/2013,5:00 AM,221,227,32,111,12,98,NoData,NoData,NoData,NoData,
25/10/2013,6:00 AM,223,229,23,111,13,96,NoData,NoData,NoData,NoData,
25/10/2013,7:00 AM,240,231,36,110,31.4,95,NoData,NoData,NoData,NoData,
25/10/2013,8:00 AM,277,234,46,109,88.8,95,NoData,NoData,NoData,NoData,
25/10/2013,9:00 AM,326,238,47,108,71.9,99,NoData,NoData,NoData,NoData,
25/10/2013,10:00 AM,310,243,NoData,107,28.9,103,NoData,NoData,NoData,NoData,
25/10/2013,11:00 AM,284,248,36,107,27.9,103,67,NoData,NoData,NoData,
25/10/2013,12:00 PM,225,253,47,106,26.7,103,65.1,NoData,NoData,NoData,
25/10/2013,1:00 PM,197,258,38,106,35.9,103,45,NoData,NoData,NoData,
25/10/2013,2:00 PM,213,262,43,106,34.5,103,54.4,NoData,NoData,NoData,
25/10/2013,3:00 PM,183,266,38,101,28.1,104,56,NoData,NoData,NoData,
25/10/2013,4:00 PM,162,269,36,101,29.2,104,49.9,NoData,NoData,NoData,
25/10/2013,5:00 PM,174,269,37,99,31.7,104,59.4,NoData,NoData,NoData,
25/10/2013,6:00 PM,197,270,39,98,27.5,103,62.6,NoData,NoData,NoData,
25/10/2013,7:00 PM,212,271,48,97,33.9,101,60.3,NoData,NoData,NoData,
25/10/2013,8:00 PM,310,273,32,95,32.4,98,70.5,NoData,NoData,NoData,
25/10/2013,9:00 PM,362,278,40,93,37.3,95,65.5,NoData,NoData,NoData,
25/10/2013,10:00 PM,317,284,44,92,28,92,70.5,NoData,NoData,NoData,
25/10/2013,11:00 PM,308,287,35,92,25,89,72.6,NoData,NoData,NoData,
25/10/2013 24:00 AM,,302,291,36,92,24.6,87,41.9,NoData,NoData,NoData,
26/10/2013,1:00 AM,293,294,29,92,18.8,85,41.8,NoData,NoData,NoData,
26/10/2013,2:00 AM,308,298,16,92,16,84,49,NoData,NoData,NoData,
26/10/2013,3:00 AM,301,500,NoData,91,14,82,40.3,NoData,NoData,NoData,
26/10/2013,4:00 AM,310,500,21,92,14,79,43.6,NoData,NoData,NoData,
26/10/2013,5:00 AM,316,500,32,91,NoData,80,50.7,131,NoData,NoData,
26/10/2013,6:00 AM,330,500,35,91,NoData,81,56.7,131,NoData,NoData,
26/10/2013,7:00 AM,350,500,48,92,NoData,83,54.4,131,NoData,NoData,
26/10/2013,8:00 AM,333,500,45,93,NoData,83,60.8,131,NoData,NoData,
26/10/2013,9:00 AM,339,500,56,93,15,77,78.5,131,NoData,NoData,
26/10/2013,10:00 AM,343,500,49,94,15,72,91.8,133,NoData,NoData,
26/10/2013,11:00 AM,265,500,58,95,14,70,90.8,136,NoData,NoData,
26/10/2013,12:00 PM,346,500,NoData,97,14.2,69,96.1,138,NoData,NoData,
26/10/2013,1:00 PM,107,500,NoData,96,17.7,68,77.3,140,NoData,NoData,
26/10/2013,2:00 PM,174,500,NoData,96,13.3,66,70,143,NoData,NoData,
26/10/2013,3:00 PM,123,500,NoData,96,17.7,64,64,144,NoData,NoData,
26/10/2013,4:00 PM,113,500,NoData,96,13,63,48.9,145,NoData,NoData,
26/10/2013,5:00 PM,141,500,NoData,96,18,61,55.6,145,NoData,NoData,
26/10/2013,6:00 PM,166,500,NoData,NoData,18.7,60,59.5,145,NoData,NoData,
26/10/2013,7:00 PM,193,500,NoData,NoData,29.6,59,46.2,144,NoData,NoData,
26/10/2013,8:00 PM,220,500,NoData,NoData,36.7,59,57.3,143,NoData,NoData,
26/10/2013,9:00 PM,281,500,NoData,NoData,32,59,61.1,142,NoData,NoData,
26/10/2013,10:00 PM,290,500,NoData,NoData,42,59,62.3,142,NoData,NoData,
26/10/2013,11:00 PM,307,500,NoData,NoData,41.4,60,64.6,141,NoData,NoData,
26/10/2013 24:00 AM,,331,500,NoData,NoData,34.8,62,60.3,140,NoData,NoData,
27/10/2013,1:00 AM,321,500,NoData,NoData,48.9,63,52.2,142,NoData,NoData,
27/10/2013,2:00 AM,330,500,NoData,NoData,60.2,66,44.5,143,NoData,NoData,
27/10/2013,3:00 AM,329,500,NoData,NoData,50,70,49.3,142,NoData,NoData,
27/10/2013,4:00 AM,336,500,NoData,NoData,57,73,51.7,143,NoData,NoData,
27/10/2013,5:00 AM,398,500,NoData,NoData,56.7,78,48.6,144,NoData,NoData,
27/10/2013,6:00 AM,392,500,NoData,NoData,52.4,80,47.1,144,NoData,NoData,
27/10/2013,7:00 AM,407,500,NoData,NoData,57.5,82,75.2,143,NoData,NoData,
27/10/2013,8:00 AM,412,500,NoData,NoData,49,84,150.2,145,NoData,NoData,
27/10/2013,9:00 AM,382,500,NoData,NoData,32.7,86,438,151,NoData,NoData,
27/10/2013,10:00 AM,346,500,NoData,NoData,29.1,87,65,159,NoData,NoData,
27/10/2013,11:00 AM,293,500,NoData,NoData,31,88,72,159,NoData,NoData,
27/10/2013,12:00 PM,302,500,NoData,NoData,31.5,90,124.9,158,NoData,NoData,
27/10/2013,1:00 PM,263,500,NoData,NoData,38.5,91,45.5,159,NoData,NoData,
27/10/2013,2:00 PM,270,500,NoData,NoData,45.8,93,31.9,158,NoData,NoData,
27/10/2013,3:00 PM,117,500,NoData,NoData,43.9,95,30.8,157,NoData,NoData,
27/10/2013,4:00 PM,92,500,NoData,NoData,54.5,98,29.3,157,NoData,NoData,
27/10/2013,5:00 PM,90,500,NoData,NoData,48.1,102,32.3,156,NoData,NoData,
27/10/2013,6:00 PM,116,500,NoData,NoData,51.8,104,36.4,156,NoData,NoData,
27/10/2013,7:00 PM,165,500,NoData,NoData,85.4,107,52.8,155,NoData,NoData,
27/10/2013,8:00 PM,243,500,43,NoData,89.7,112,78.1,155,NoData,NoData,
27/10/2013,9:00 PM,239,500,61,NoData,85.5,116,49.5,156,NoData,NoData,
27/10/2013,10:00 PM,235,500,41,NoData,80.6,120,165.1,155,NoData,NoData,
27/10/2013,11:00 PM,236,500,62,NoData,88.1,123,71.3,158,NoData,NoData,
27/10/2013 24:00 AM,,224,500,31,NoData,88.1,127,176.1,158,NoData,NoData,
28/10/2013,1:00 AM,253,500,NoData,NoData,75.7,132,121.3,161,NoData,NoData,
28/10/2013,2:00 AM,311,500,28,NoData,70,134,98,162,NoData,NoData,
28/10/2013,3:00 AM,352,500,27,NoData,63,135,621,164,NoData,NoData,
28/10/2013,4:00 AM,350,500,17,NoData,63,136,57.8,177,NoData,NoData,
28/10/2013,5:00 AM,301,500,24,NoData,62,136,58.4,178,NoData,NoData,
28/10/2013,6:00 AM,273,500,43,NoData,62.3,137,NoData.2,178,NoData,NoData,
28/10/2013,7:00 AM,256,500,51,NoData,66.3,137,73,177,NoData,NoData,
28/10/2013,8:00 AM,246,500,56,NoData,58.5,138,NoData,177,NoData,NoData,
28/10/2013,9:00 AM,230,297,65,NoData,65.2,139,NoData,176,NoData,NoData,
28/10/2013,10:00 AM,237,291,69,NoData,55.3,142,NoData,167,NoData,NoData,
28/10/2013,11:00 AM,245,286,NoData,NoData,46.7,144,NoData.8,165,NoData,NoData,
28/10/2013,12:00 PM,236,284,NoData,NoData,54.9,145,79.2,163,NoData,NoData,
28/10/2013,1:00 PM,210,281,45,NoData,53.6,147,16.3,162,NoData,NoData,
28/10/2013,2:00 PM,130,279,NoData,NoData,47.1,148,43,161,NoData,NoData,
28/10/2013,3:00 PM,113,273,NoData,NoData,49,148,35.3,161,NoData,NoData,
28/10/2013,4:00 PM,110,273,50,NoData,38,149,51.3,161,NoData,NoData,
28/10/2013,5:00 PM,115,274,69,NoData,38.5,147,91.7,162,NoData,NoData,
28/10/2013,6:00 PM,129,275,55,NoData,44,147,95.4,163,NoData,NoData,
28/10/2013,7:00 PM,147,276,56,112,106,146,21.1,165,NoData,NoData,
28/10/2013,8:00 PM,192,275,56,113,107.7,148,55.6,164,NoData,NoData,
28/10/2013,9:00 PM,228,273,64,114,131,149,74.7,164,NoData,NoData,
28/10/2013,10:00 PM,239,272,59,115,130.6,151,124.1,164,NoData,NoData,
28/10/2013,11:00 PM,268,272,60,117,122.7,152,49.2,163,NoData,NoData,
